,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
226,Data Engineer,$63K - $137K (Glassdoor est.),"JOB TITLE: Data Engineer
EMPLOYER: National Association of State Procurement Officials (NASPO)
DEPARTMENT: Technology
LOCATION: Remote with occasional travel
REPORTS TO: Director of Business and Data Analytics
SALARY RANGE: $78,550-$92,300
SUMMARY: At National Association of State Procurement Officials (NASPO), we're passionate about helping States Governments and Local Communities work together with Suppliers to contribute to the development and growth of the public purchasing sector.
NASPO is seeking a Data Engineer with data pipeline, ETL, API and AWS cloud platform experience to contribute toward the success of our technology initiatives. Core areas include the warehousing, transformation, cleansing, and integration of large volumes of data. This position will need to be able to write scripts and commands for data manipulation and assist with the development of policies and procedures related to the support of new and ongoing data and information systems.",4.0,"National Association Of State Procurement Officials Inc
4.0","Lexington, KY",-1,-1,-1,-1,-1,-1
227,Data Engineer,$63K - $137K (Glassdoor est.),"Job Description
This position will focus on developing various database and data loading/transformation efforts. Initiatives could include multiple source files and/or files sourced both internally and externally. The candidate is required to interact with databases using AWS Lambda, AWS Glue (for transformations) Python, and Spark. Possible work leveraging Snap Logic for ETL, depending upon the use case. Work will apply to multiple applications. Knowledge of automated testing of data is a plus.
Responsibilities:
· Design and built data applications for analytical reporting
· Analyze data and design ETL frameworks using Python and Spark technologies",4.0,"Vision
4.0","Owings Mills, MD",-1,-1,-1,-1,-1,-1
228,"Data Engineer, Product Analytics",$63K - $137K (Glassdoor est.),"About Carvana
If you like disrupting the norm and are looking for a company revolutionizing an industry then you will LOVE what Carvana has done for the car buying experience. Buying a car the old fashioned way sucks and we are working hard to make it NOT suck. At Carvana, our customers can hop online to...
Search and browse our inventory of over 20,000 vehicles that we own and certify.
Narrow down search results using highly intelligent filtering tools/components.
View vehicle details, Carfax reports, and 360 rotating studio images for every vehicle.
Secure financing in minutes using Carvana's in-house service or their own bank.
Interact with GUI components to easily customize loan length, down payment, and monthly payment.",3.4,"Carvana
3.4","Phoenix, AZ",-1,-1,-1,-1,-1,-1
229,Data Engineer,$63K - $137K (Glassdoor est.),"Job Description
General Description
The Data Collaborative for Justice (DCJ):
The Data Collaborative for Justice is a research organization launched at John Jay College of Criminal Justice in 2013. The DCJ has partnered with state and local agencies in New York to publish reports on various criminal justice topics, and expanded portfolio of analyses, evaluation, and partnerships around the nation. The DCJ also provides technical assistance to the Mayor’s Office of Criminal Justice of New York City to process administrative data for criminal justice research, including data analysis, data engineering and data product development. This position is for the technical assistance project.
The DCJ operates under the Research Foundation City University of New York (RF).",4.0,"Research Foundation of The City University of New York
4.0","New York, NY",-1,-1,-1,-1,-1,-1
230,Data Engineer 1,$63K - $137K (Glassdoor est.),"Overview:
Data Engineer 1

The Opportunity
Goodman Manufacturing, a member of Daikin Industries is seeking a professional, skilled individual for our Data Engineer 1 role at our DTTP - Waller, TX location. The Data Engineer is responsible to put in place the framework for a Modern, Simple, Accurate and Secure Data Environment that connects data across the company and sets data up as an asset to the company. Data Engineers will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. Data engineers implement methods to improve data reliability and quality. If you meet the qualifications listed below, then we invite you to apply for our open position by visiting our website at http://careers.daikincomfort.com and submit your resume.

About DTTP



Responsibilities:

Qualifications:



Postal Code: 77484",3.4,"Goodman Manufacturing Company
3.4","Waller, TX",-1,-1,-1,-1,-1,-1
231,Data Engineer,$63K - $137K (Glassdoor est.),"Job Profile
Trifecta is the largest meal delivery service made with organic ingredients in the US. We provide a variety of fully cooked meal options for customers to choose from that match their ideal dietary and lifestyle goals from paleo, keto, vegan, and clean eating. We ship weekly, nationwide for free. This is a full-time, salaried role with company benefits. We offer a competitive salary in a growth-focused & collaborative team environment.

We are looking for a Data Engineer to develop and maintain the data pipeline. The Data Engineer will help drive insights through reporting and analytics. They will be working cross-functionally with Engineering and Data Analytics.

Responsibilities",3.8,"Trifecta
3.8","Sacramento, CA",-1,-1,-1,-1,-1,-1
232,Data Engineer,$63K - $137K (Glassdoor est.),"This Data Engineer role will collaborate with business partners to identity opportunities to leverage big data technologies in support of CVS.com Personalization with a common set of tools and infrastructure to make analytics faster, more insightful, and more efficient. You will build and architect next generation Big Data machine learning framework developed on a group of core Big Data technologies. You will design highly scalable and extensible Big Data platforms which enables collection, storage, modeling, and analysis of massive data sets from numerous channels. You will define and maintain data architecture, focusing on applying technology to enable business solutions. You will assess and provide recommendations on business relevance, with appropriate timing and deployment. You will perform architecture design, data modeling, and implement CVS Big Data platforms and analytic applications. You will bring a DevOps mindset to enable big data and batch/real-time analytical solutions that leverage emerging technologies. You will develop prototypes and proof of concepts for the selected solutions, and implement complex big data projects. You will apply a creative mindset to a focus on collecting, parsing, managing, and automating data feedback loops in support of business innovation.


Required:

BA degree required with 2+ years of relevant experience; or a Master's degree or equivalent in an analytic discipline and 1+ years of relevant experience




CVS Health requires certain colleagues to be fully vaccinated against COVID-19 (including any booster shots if required), where allowable under the law, unless they are approved for a reasonable accommodation based on disability, medical condition, religious belief, or other legally recognized reasons that prevents them from being vaccinated.

You are required to have received at least one COVID-19 shot prior to your first day of employment and to provide proof of your vaccination status or apply for a reasonable accommodation within the first 10 days of your employment. Please note that in some states and roles, you may be required to provide proof of full vaccination or an approved reasonable accommodation before you can begin to actively work.


Preferred:


Bachelor's Degree in Computer Science, Engineering, Statistics, Physics, Math or related fields.
Master's Degree Preferred – with coursework focused on advanced algorithms, mathematics in computing, data structures etc.


At CVS Health, we are joined in a common purpose: helping people on their path to better health. We are working to transform health care through innovations that make quality care more accessible, easier to use, less expensive and patient-focused. Working together and organizing around the individual, we are pioneering a new approach to total health that puts people at the heart.",3.0,"CVS Health
3.0",Washington State,-1,-1,-1,-1,-1,-1
233,Data Engineer (Entry) - Data & Analytics - IT - Corp - US,$63K - $137K (Glassdoor est.),"Enter data in a systematic way into a database platform (e.g., Tableau, Excel, etc.) that allows raw data to be translated into information and insight.
Review software requirements (e.g., lab information software) and evaluate test scenarios.
Conducting and executing software testing/usability testing per the set standards and procedures.
Analyzing test results on database impacts, errors or bugs, and usability.
Prepare reports on all aspects related to the software testing and report to the team.

Requirements
Bachelor's degree with 0-2 years experience in database management and software testing
Knowledge of data visualization software e.g., Tableau",4.1,"Bayer
4.1","Chesterfield, MO",-1,-1,-1,-1,-1,-1
234,"Bloomberg Data Engineer, DataSF (1043)",$63K - $137K (Glassdoor est.),"Company Description

The Mayor’s Office of Innovation is a new team working on Mayoral-directed strategic priorities, emphasizing data analysis, human-centered design thinking, cross-departmental coordination, and public-private partnerships to ensure outcomes-based policy making.
The Innovation Team is focused on improving service delivery and city performance across the City through replicable, strategic projects in key policy areas like small business recovery, housing, and homelessness and mental health services.
Priority initiatives include: a customer journey and data insight project to demonstrate how City dollars are funding better outcomes through our non-profit partners:;
The City grants millions of dollars to non-profit organizations to address homelessness but has no way of demonstrating the outcomes of grants across all departments.",3.8,"City and County of San Francisco
3.8","San Francisco, CA",-1,-1,-1,-1,-1,-1
235,"Big Data Engineer - Hadoop data engineer at Dallas, TX",$63K - $137K (Glassdoor est.),"The ETL Hadoop Data Engineer will be responsible for analyzing the business requirements design develop and implement highly efficient highly scalable ETL processes
Candidate is required to perform daily project functions with a focus on meeting the business objectives on time in rapidly changing work environment and should be able to lead and drive globally located team to achieve business objectives

Required Skills:
3 8 years of hands on experience working with ETL Hadoop Knowledge of various components of Hadoop ecosystem and experience in applying them to practical problems Hive Impala Spark Strong knowledge of working with relational databases like Teradata DB2 Oracle Sql server
Hands on experience in writing shell scripts on Unix platform Experience in data warehousing ETL tools MPP database systems
Understanding of Data Models Conceptual Logical and Physical Dimensional Relational Data Model Design Analyze functional specifications and assist in designing potential technical solutions Identifies data sources and works with source system team and data analyst to define data extraction methodologies
Good knowledge in writing complex queries in Teradata DB2 Oracle PL SQL Maintain batch processing jobs and respond to critical production issues communicate well with stakeholders on his her proposal recommendations
Knowledge status risks regarding delivering solution on time
Strong experience with Data Analysis Data Profiling Root Cause Analysis
Should able to understand Banking system processes and data flow
Can work independently lead and mentor the team.",-1,CapB InfoteK,"Dallas, TX",-1,-1,-1,-1,-1,-1
236,Data Engineer,$63K - $137K (Glassdoor est.),"Data Engineer
IT, InfoSec, Cyber Risk & Business Operations | Seattle, WA and Remote - US
This position is not eligible for employment in the following states: Alaska, Hawaii, Maine, Mississippi, North Dakota, South Dakota, Vermont, West Virginia and Wyoming.
Our agreement with employees
DocuSign is committed to building trust and making the world more agreeable for our employees, customers and the communities in which we live and work. You can count on us to listen, be honest, and try our best to do what's right, every day. At DocuSign, everything is equal. We each have a responsibility to ensure every team member has an equal opportunity to succeed, to be heard, to exchange ideas openly, to build lasting relationships, and to do the work of their life. Best of all, you will be able to feel deep pride in the work you do, because your contribution helps us make the world better. And for that, you'll be loved by us, our customers, and the world in which we live.",4.3,"DocuSign
4.3","Seattle, WA",-1,-1,-1,-1,-1,-1
237,Data Engineer,$63K - $137K (Glassdoor est.),"Job Title: Data Engineer
Location: Minneapolis,MN
Duration: 6+ month contract
No H1B/OPT/CPT
Some of the tech that we use:
Hadoop/Hive Apache Spark Apache Kafka Scala Python SQL Git (Github Enterprise) Drone Docker ELK + Grafana Graph About you: 5 + years of software development experience Working knowledge of package-specific configuration and deployment along with the ability to build custom solutions Designs new testing methods and resolves routine and non-routine technical issues with minimal assistance Demonstrates strong proficiency in core development platforms within own domain Builds strong commitment within the team to support the appropriate team priorities Clearly communicates Agile concepts to partners within the product team Demonstrates a solid understanding of the impact of own work on the team and/or guests Writes and organizes code using multiple computer languages, including distributed programming and understand different frameworks and paradigm Delivers high-performance, scalable, repeatable, and secure deliverables with broad impact (high throughput and low latency) Influences and applies data standards, policies, and procedures",3.9,"Technodeed Inc
3.9","Minneapolis, NC",-1,-1,-1,-1,-1,-1
238,Data Engineer,$63K - $137K (Glassdoor est.),"Description:
General Responsibilities: The data engineer is someone who develops, constructs, tests and maintains architectures, such as databases and large-scale processing systems. Level II Intermediate level resource with significant experience.
Description
We are seeking engineers excited about building and scaling infrastructure to evolve our advertising platform. As an engineer with our advertising team you will work with technologies to design, develop and maintain our advertising platform. The ideal candidate is an engineer with extensive knowledge of the software development process and an understanding of distributed systems.
Responsibilities: Develop clear, elegant, and maintainable code primarily using Java, Scala, and design scalable, fault tolerant software components for serving ads. Candidate should have structured approach to development (measuring, monitoring, and testing) and a deep understanding of object oriented design. Solid grasp of algorithms and data structures Proficient with Unix/Linux operating systems
Hands-on development mentality with a willingness to troubleshoot and solve complex problems",4.5,"Antra, Inc
4.5",Remote,-1,-1,-1,-1,-1,-1
239,Data Scientist,$63K - $137K (Glassdoor est.),"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: The merchant products analytics team is looking for a tenured (at least 2 years of analytics experience) analytics professional. The selected candidate for this role would be expected to have the following skills: o Extremely strong SQL skills with a lot of attention to granular data and ability to create visuals that can convey insights o Ability to perform deep dive analyses on key business trends from different perspectives and package the insights into easily consumable presentations and documents o Ability to interact with multiple teams to derive best practices to set up reporting and analysis frameworks for a new product o Ability to front end and interact with stakeholders o Ability to cross pollinate ideas and leverage best practices o Post-graduation would be a plus",4.1,"PayPal
4.1","San Jose, CA",-1,-1,-1,-1,-1,-1
240,Data Engineer-EHS,$82K - $174K (Glassdoor est.),"The Data Engineer is responsible for processing structured and unstructured data, validating data quality, and developing and supporting data products. We are looking for someone with strong hands on experience in all layers of data Integration and analytics ! We especially need experience in using Python as an ETL tool. The Data Engineer plays a significant role in Agile planning, providing advice and guidance, and monitoring emerging technologies.

Technology We Use:
Python
Informatica
SQL Server and MySQL",3.7,"Tesla
3.7","Fremont, CA",-1,-1,-1,-1,-1,-1
241,Data Products Engineer,$82K - $174K (Glassdoor est.),"An analytical builder creating and optimizing data solutions.
WHO WE ARE
Biofire Technologies is on a mission to give gun owners better tools for reducing preventable gun injuries and deaths, especially among children. We believe our technology, combined with a best-in-class customer experience, will define the future of firearms safety for the next generation. Our mission-driven approach has earned support from the firearm community, the tech world, and the media.
Biofire employees are world-class engineers who have designed and tested firearms, medical devices, robots, cars, satellites, rockets, and supersonic jets. What unites our team is our commitment to safety and reliability that we bring to our work every day.",3.5,"Biofire
3.5","Broomfield, CO",-1,-1,-1,-1,-1,-1
242,Data Engineer I.,$82K - $174K (Glassdoor est.),"The Data Engineer I is responsible for the installation, testing, maintenance, and development of scalable data-management systems. The Data Engineer I is responsible for the execution and monitoring of Extract, Transform, Load (ETL) operations. Additional responsibilities of the position include conducting data analysis, data integrity, and quality assurance testing; creating reports and dashboards for data consumption by the user community; assisting the Data Architect Team with evaluating data-management technologies, and performs other related tasks as assigned. Required Knowledge, Skills, and Abilities
Excellent oral and written communication skills.
Excellent analytical and problem solving skills.
Ability to effectively identify and troubleshoot issues, as well as provide viable solutions and/or recommendations.
Highly proficient data analysis and data management skills.
Required Education and/or Experience


Preferred Qualifications",4.1,"Tulane University
4.1","New Orleans, LA",-1,-1,-1,-1,-1,-1
243,Data Engineer,$82K - $174K (Glassdoor est.),"Data Engineer
Job ID: 1559
Job Category: Information Technology
Employment Type: Full-Time
Relocation Available: Yes
Location: Omaha, NE
Team: Database
Salary Range: $104,440 - $161,880
Grade Level: 25D
Incentive/Bonus Opportunities Available
Closing Date: May 16, 2022",4.1,"Farm Credit Services of America
4.1","Omaha, NE",-1,-1,-1,-1,-1,-1
244,Data Engineers,$82K - $174K (Glassdoor est.),"Job: Data Engineers / Interns – Entry level
Positions: Multiple
Preferable Locations: Scottsdale AZ, Naperville, IL
We are looking for talented individuals to become part of our growing business and grow with us. The right person should have the interest to learn new tools and adapt to fast paced environment. Experience/knowledge on databases, data management, data integration, Big Data, Data warehouse, reporting, and data analytics is preferable.
The role and compensation will depend upon any prior experience and exposure to technology areas and demonstrated education.",-1,Artha Solution,"Scottsdale, AZ",-1,-1,-1,-1,-1,-1
245,Data Engineer - Data Analytics,$82K - $174K (Glassdoor est.),"This is an environment unlike anything in the high-tech world and the secret of Costco’s success is its culture. The value Costco puts on its employees is well documented in articles from a variety of publishers including Bloomberg and Forbes. Our employees and our members come FIRST. Costco is well known for its generosity and community service and has won many awards for its philanthropy. The company joins with its employees to take an active role in volunteering by sponsoring many opportunities to help others. In 2018, Costco contributed over $39 million to organizations such as United Way and Children's Miracle Network Hospitals.
Costco IT is responsible for the technical future of Costco Wholesale, the second largest retailer in the world with wholesale operations in twelve countries. Despite our size and explosive international expansion, we continue to provide a family, employee centric atmosphere in which our employees thrive and succeed. As proof, Costco consistently ranks in the top five of Forbes “America’s Best Employers”.
The Data Engineer - Data Analytics is responsible for the end to end data pipelines to power analytics and data services. At Costco, we are on a mission to significantly leverage data to provide better products and services for our members. This role is focused on data engineering to build and deliver automated data pipelines from a plethora of internal and external data sources. The Data Engineer will partner with product owners, engineering, and data platform teams to design, build, test and automate data pipelines that are relied upon across the company as the single source of truth.",4.1,"Costco Wholesale
4.1","Seattle, WA",-1,-1,-1,-1,-1,-1
246,Data Scientist,$82K - $174K (Glassdoor est.),"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: The merchant products analytics team is looking for a tenured (at least 2 years of analytics experience) analytics professional. The selected candidate for this role would be expected to have the following skills: o Extremely strong SQL skills with a lot of attention to granular data and ability to create visuals that can convey insights o Ability to perform deep dive analyses on key business trends from different perspectives and package the insights into easily consumable presentations and documents o Ability to interact with multiple teams to derive best practices to set up reporting and analysis frameworks for a new product o Ability to front end and interact with stakeholders o Ability to cross pollinate ideas and leverage best practices o Post-graduation would be a plus",4.1,"PayPal
4.1","San Jose, CA",-1,-1,-1,-1,-1,-1
247,Data Engineer,$82K - $174K (Glassdoor est.),"Smartsheets is looking for a Data Engineer to join our Business Data Platform team. In this role, the qualified candidate will be responsible for driving the design and development of data pipelines and data platform infrastructure components with a focus on reliability, scalability, and maintainability.
This position will report to our Sr Manager of, Business Data Platform and is based at our headquarters in Bellevue, WA.
Job Responsibilities:
Work with dispersed engineering teams and business users to design and build infrastructure to run data pipelines in to our centralized data platform
Contribute to full SDLC; defining, prioritizing, designing, implementing, testing, and deploying new features for our platform",4.3,"Smartsheet
4.3","Bellevue, WA",-1,-1,-1,-1,-1,-1
248,Data Engineer,$82K - $174K (Glassdoor est.),"Replica is an enterprise data platform that delivers critical insights about the built environment. With better data, human-context and an intuitive design, Replica helps public and private sectors make informed, effective, and responsive decisions. By showing how people live, move and work, we contextualize hard choices, allowing our clients to see around corners and understand the trade-offs surrounding their decisions. Whether for a city planner increasing public transit to underserved neighborhoods or for a grocery chain evaluating where to open a new location, Replica's insights lets clients make more informed, people-centered decisions.
We spun out of Alphabet in 2019 and recently secured series B funding from venture firms including Founders Fund, Innovation Endeavors, Sidewalk Labs, Firebrand Ventures, and Revolution's Rise of the Rest Seed Fund. Today, we are a team of 50 employees with offices in Oakland, New York, and Kansas City.
We value our customers, believe in being resourceful, and work in service of each other to scale our product. As we build our team, we are committed to pursuing and bringing together a diverse workforce and creating an environment of inclusion. We value our differences and we encourage all to apply. We are committed to equal opportunity regardless of race, color, ancestry, religion, gender, gender identity, parental or pregnancy status, national origin, sexual orientation, age, citizenship, marital status, disability, Veteran status, or any other status protected by the laws or regulations in the locations where we operate.",5.0,"Replica
5.0","San Francisco, CA",-1,-1,-1,-1,-1,-1
249,Data Engineer,$82K - $174K (Glassdoor est.),"Identifying installation solutions for new databases
Determining the requirements for a new database
Publishing and/or presenting design reports
Identifying areas for improvement in current systems
Coordinating with other team members to reach project milestones and deadlines
Auditing database regularly to maintain quality
Creating systems to keep data secure
Experience with NoSQL databases such as CosmosDB, Postgres NoSQL, and Cassandra a big plus
Working knowledge of Python and Kafka a plus.",1.7,"Orion Inc.
1.7","Berkeley Heights, NJ",-1,-1,-1,-1,-1,-1
250,Data Engineer (Entry) - Data & Analytics - IT - Corp - US,$82K - $174K (Glassdoor est.),"Enter data in a systematic way into a database platform (e.g., Tableau, Excel, etc.) that allows raw data to be translated into information and insight.
Review software requirements (e.g., lab information software) and evaluate test scenarios.
Conducting and executing software testing/usability testing per the set standards and procedures.
Analyzing test results on database impacts, errors or bugs, and usability.
Prepare reports on all aspects related to the software testing and report to the team.

Requirements
Bachelor's degree with 0-2 years experience in database management and software testing
Knowledge of data visualization software e.g., Tableau",4.1,"Bayer
4.1","Chesterfield, MO",-1,-1,-1,-1,-1,-1
251,Data Engineer 1,$82K - $174K (Glassdoor est.),"Overview:
Data Engineer 1

The Opportunity
Goodman Manufacturing, a member of Daikin Industries is seeking a professional, skilled individual for our Data Engineer 1 role at our DTTP - Waller, TX location. The Data Engineer is responsible to put in place the framework for a Modern, Simple, Accurate and Secure Data Environment that connects data across the company and sets data up as an asset to the company. Data Engineers will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. Data engineers implement methods to improve data reliability and quality. If you meet the qualifications listed below, then we invite you to apply for our open position by visiting our website at http://careers.daikincomfort.com and submit your resume.

About DTTP



Responsibilities:

Qualifications:



Postal Code: 77484",3.4,"Goodman Manufacturing Company
3.4","Waller, TX",-1,-1,-1,-1,-1,-1
252,Data Engineer,$82K - $174K (Glassdoor est.),"Job Description
General Description
The Data Collaborative for Justice (DCJ):
The Data Collaborative for Justice is a research organization launched at John Jay College of Criminal Justice in 2013. The DCJ has partnered with state and local agencies in New York to publish reports on various criminal justice topics, and expanded portfolio of analyses, evaluation, and partnerships around the nation. The DCJ also provides technical assistance to the Mayor’s Office of Criminal Justice of New York City to process administrative data for criminal justice research, including data analysis, data engineering and data product development. This position is for the technical assistance project.
The DCJ operates under the Research Foundation City University of New York (RF).",4.0,"Research Foundation of The City University of New York
4.0","New York, NY",-1,-1,-1,-1,-1,-1
253,Data Engineer,$82K - $174K (Glassdoor est.),"Who We Are

CBORD and Horizon are the world’s leading providers of integrated technology solutions powering housing, access, foodservice, nutrition, eCommerce, and card systems for K-12 and higher education, acute care, senior living, and business campuses. Our success and growth is directly attributed to our DREAMteam. Our culture is built on integrity, respect for our people, and continuous personal development. We maintain an entrepreneurial spirit, where creativity, innovative problem solving, and learning agility drive our day-to-day actions.

DREAMteam (how we refer to all of us) You’re engaged and self-motivated. You think like an entrepreneur, constantly driving improvement and innovation. You act as a change agent. You’re a team player contributing to a collaborative and diverse work environment. We question the status quo and so should you. You are accountable and focused and take smart risks. You’re an extension of our talent acquisition team – always scouting top talent to join our team.",3.6,"Horizon Software
3.6","Duluth, GA",-1,-1,-1,-1,-1,-1
254,Data Engineer- Remote,$82K - $174K (Glassdoor est.),"Westat is an employee-owned corporation providing research services to agencies of the U.S. Government, as well as businesses, foundations, and state and local governments. Westat's research, technical, and administrative staff of more than 2,000 is located at our headquarters in Rockville, Maryland, near Washington, DC.
Job Summary:
We are seeking a Data Engineer to be part of our DataOps team that includes solution architects, software engineers, data management specialists and data scientists. You will contribute to the design of scalable data solutions including the development of automated and batch ETL data pipelines to ingest and validate data to a modern data repository system.

Job Responsibilities:
Develop and manage high performing, flexible data pipelines and data processes.







Westat offers a well-rounded and comprehensive benefits program focused on wellness and work/life balance. Eligible employees may participate in:",3.7,"WESTAT
3.7","Rockville, MD",-1,-1,-1,-1,-1,-1
255,Data Engineer,$82K - $174K (Glassdoor est.),"Data Engineer
IT, InfoSec, Cyber Risk & Business Operations | Seattle, WA and Remote - US
This position is not eligible for employment in the following states: Alaska, Hawaii, Maine, Mississippi, North Dakota, South Dakota, Vermont, West Virginia and Wyoming.
Our agreement with employees
DocuSign is committed to building trust and making the world more agreeable for our employees, customers and the communities in which we live and work. You can count on us to listen, be honest, and try our best to do what's right, every day. At DocuSign, everything is equal. We each have a responsibility to ensure every team member has an equal opportunity to succeed, to be heard, to exchange ideas openly, to build lasting relationships, and to do the work of their life. Best of all, you will be able to feel deep pride in the work you do, because your contribution helps us make the world better. And for that, you'll be loved by us, our customers, and the world in which we live.",4.3,"DocuSign
4.3","Seattle, WA",-1,-1,-1,-1,-1,-1
256,Data Engineer,$82K - $174K (Glassdoor est.),"This Data Engineer role will collaborate with business partners to identity opportunities to leverage big data technologies in support of CVS.com Personalization with a common set of tools and infrastructure to make analytics faster, more insightful, and more efficient. You will build and architect next generation Big Data machine learning framework developed on a group of core Big Data technologies. You will design highly scalable and extensible Big Data platforms which enables collection, storage, modeling, and analysis of massive data sets from numerous channels. You will define and maintain data architecture, focusing on applying technology to enable business solutions. You will assess and provide recommendations on business relevance, with appropriate timing and deployment. You will perform architecture design, data modeling, and implement CVS Big Data platforms and analytic applications. You will bring a DevOps mindset to enable big data and batch/real-time analytical solutions that leverage emerging technologies. You will develop prototypes and proof of concepts for the selected solutions, and implement complex big data projects. You will apply a creative mindset to a focus on collecting, parsing, managing, and automating data feedback loops in support of business innovation.


Required:

BA degree required with 2+ years of relevant experience; or a Master's degree or equivalent in an analytic discipline and 1+ years of relevant experience




CVS Health requires certain colleagues to be fully vaccinated against COVID-19 (including any booster shots if required), where allowable under the law, unless they are approved for a reasonable accommodation based on disability, medical condition, religious belief, or other legally recognized reasons that prevents them from being vaccinated.

You are required to have received at least one COVID-19 shot prior to your first day of employment and to provide proof of your vaccination status or apply for a reasonable accommodation within the first 10 days of your employment. Please note that in some states and roles, you may be required to provide proof of full vaccination or an approved reasonable accommodation before you can begin to actively work.


Preferred:


Bachelor's Degree in Computer Science, Engineering, Statistics, Physics, Math or related fields.
Master's Degree Preferred – with coursework focused on advanced algorithms, mathematics in computing, data structures etc.


At CVS Health, we are joined in a common purpose: helping people on their path to better health. We are working to transform health care through innovations that make quality care more accessible, easier to use, less expensive and patient-focused. Working together and organizing around the individual, we are pioneering a new approach to total health that puts people at the heart.",3.0,"CVS Health
3.0",Washington State,-1,-1,-1,-1,-1,-1
257,Data Engineer II,$82K - $174K (Glassdoor est.),"Who Are We?
Taking care of our customers, our communities and each other. That’s the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it.
Job Category
Technology
Target Openings
1
What Is the Opportunity?
Travelers Data Engineering team constructs pipelines that contextualize and provide easy access to data by the entire enterprise. As a Data Engineer, you will play a key role in growing and transforming our analytics landscape. In addition to your strong analytical mind, you will bring your inquisitive attitude and ability to translate stories found in data by leveraging a variety of data programming techniques. You will leverage your ability to design, build and deploy data solutions that capture, explore, transform, and utilize data to support Artificial Intelligence, Machine Learning and business intelligence/insights.

This position may be based 100% remotely or in one of our offices. #LI-Remote #LI-Hybrid",3.9,"The Travelers Companies, Inc.
3.9","Saint Paul, MN",-1,-1,-1,-1,-1,-1
258,"Big Data Engineer - Hadoop data engineer at Dallas, TX",$82K - $174K (Glassdoor est.),"The ETL Hadoop Data Engineer will be responsible for analyzing the business requirements design develop and implement highly efficient highly scalable ETL processes
Candidate is required to perform daily project functions with a focus on meeting the business objectives on time in rapidly changing work environment and should be able to lead and drive globally located team to achieve business objectives

Required Skills:
3 8 years of hands on experience working with ETL Hadoop Knowledge of various components of Hadoop ecosystem and experience in applying them to practical problems Hive Impala Spark Strong knowledge of working with relational databases like Teradata DB2 Oracle Sql server
Hands on experience in writing shell scripts on Unix platform Experience in data warehousing ETL tools MPP database systems
Understanding of Data Models Conceptual Logical and Physical Dimensional Relational Data Model Design Analyze functional specifications and assist in designing potential technical solutions Identifies data sources and works with source system team and data analyst to define data extraction methodologies
Good knowledge in writing complex queries in Teradata DB2 Oracle PL SQL Maintain batch processing jobs and respond to critical production issues communicate well with stakeholders on his her proposal recommendations
Knowledge status risks regarding delivering solution on time
Strong experience with Data Analysis Data Profiling Root Cause Analysis
Should able to understand Banking system processes and data flow
Can work independently lead and mentor the team.",-1,CapB InfoteK,"Dallas, TX",-1,-1,-1,-1,-1,-1
259,Data Engineer I,$82K - $174K (Glassdoor est.),"Job Title: Data Engineer I

Department: IT Reports to: CIO

Direct reports: 0 Indirect reports: 0

FLSA Status: Exempt Grade: A27

Overview of the Position:",3.5,"Wencor
3.5","Peachtree City, GA",-1,-1,-1,-1,-1,-1
260,Data Analytics Engineer,$82K - $174K (Glassdoor est.),"As an Analytics Engineer, you will be responsible for partnering with teams around the business to explore, model, and analyze various data projects.
Our team is focused on crafting an experience that makes the complex process of financing a renovation accessible and easy to understand. On a given day, we might be working on the interfaces that will help homeowners navigate the process of funding their renovation or the systems that enable our lending partners.
We love dbt at RenoFi. We were early users of dbt and had an extensive dbt project at the core of our analytics strategy. In addition to dbt, we use Looker, Spectacles, and Hightouch.
What you’ll do at RenoFi
Analyze and work with lots of data in dbt and Looker
Creating dashboards for different business users",5.0,"RenoFi
5.0",Remote,-1,-1,-1,-1,-1,-1
261,BHJOB15656_17330 - Data Engineer,$82K - $174K (Glassdoor est.),"The recruitment team at Myticas Consulting is looking for a Data Engineer and analytics team to o work with some of the emerging technologies in the data engineering and in the cloud. This is an opportunity to build high performance scalable data pipelines while adopting industry best practices on data management, quality, and automation. In this role you will represent the data organization and will be working with key stakeholders across the organization on strategic business initiatives. We need someone adept with SQL, Python and AWS.
Qualifications:
5+ years of experience working with enterprise data platforms, building and managing data lakes, and using big data technologies
3+ years of experience working within the AWS platform. Experience solutioning on AWS infrastructure using services like AWS IAM, S3, Lambda, Lake formation, and Redshift
2+ years of experience with using Python for data engineering and developing high performance, and scalable data pipelines",3.7,"Myticas Consulting
3.7","Chicago, IL",-1,-1,-1,-1,-1,-1
