,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
117,"Data Scientist, Content Analytics, Podcasts & Studios",$98K - $184K (Glassdoor est.),"Data, Research & Insights
Data Science
Spotify’s goal is to become the world’s leading audio platform, and the Studios and Talk Partnerships organizations - including The Ringer, Gimlet, and Parcast - drive the strategy to build and acquire engaging podcast content in support of this mission. The Podcast Partnerships & Studios team partners with teams across Studios and Talk Partnerships, generating insights to enable data-driven decision-making and further Spotify’s global content creation, acquisition, and curation efforts.
Location
New York or Remote Americas
Job type",4.2,"Spotify
4.2","New York, NY",-1,-1,-1,-1,-1,-1
118,Data Scientist I,$98K - $184K (Glassdoor est.),"Job Description:
We are looking for a Data Scientist who will help us discover the information advantage hidden in vast amounts of data, and help us make smarter decisions to deliver better products and services. Your primary focus will be in applying data science techniques, including machine learning, deep learning, natural language processing, statistical analysis, and building high quality prediction systems integrating with our products and services. This role will work with other data scientists in the team on data science projects to enhance revenue and mitigate risk.
Key Responsibilities:
Individual contributor role practicing and enabling data science at Bank of America
Builds and optimizes classifiers using machine learning techniques
Performs ad-hoc analysis and presents results in a clear manner
Extends company’s data with third party sources of information when needed
Performs tasks of data wrangling and feature engineering
Ensures data integrity for analysis and modeling
Data visualization

H5
1st shift (United States of America)
40
0",4.0,"Bank of America
4.0","Charlotte, NC",-1,-1,-1,-1,-1,-1
119,"Applied Data Scientist, Platform Engineering",$98K - $184K (Glassdoor est.),"Applied Data Scientist, Platform Engineering
Remote - North America, South America, Europe
(United States, Canada, Mexico, Chile, Argentina, Brazil, UK, Ireland, Germany, Sweden, Norway, Poland, Spain, Austria, Slovenia, Czech Republic, Portugal, Netherlands, Switzerland)
We are targeting GMT +1 to GMT -8 in the countries identified with core overlapping hours of 10am-1pm Eastern Standard
At Stack Overflow, our mission is to empower the world's developers. Whether we're helping developers get answers to their questions or work more efficiently with their team we build products that make millions of developers' lives better every day. As the world continues to transform with technology as a leading force, we're driven to make Stack Overflow a place where everyone who codes feels welcome to learn, share their knowledge, and build their careers.",4.2,"Stack Overflow
4.2","New York, NY",-1,-1,-1,-1,-1,-1
120,Data Scientist,$87K - $163K (Glassdoor est.),"Do you want to be part of Boston's hottest up and coming startup? Insurify is one of the fastest-growing MIT FinTech startups and has been recognized as a global Top 100 InsurTech company. We're changing the way millions of people compare and buy insurance with artificial intelligence, technology, and superior product design.
Our team is highly analytical, fast-moving, and focused on one thing: getting more people to compare insurance quotes using Insurify.
Join us if you like
$1.3 Trillion market opportunity
MIT alumni founders
Female-led startup",4.5,"Insurify
4.5","Cambridge, MA",-1,-1,-1,-1,-1,-1
121,Data Scientist: Product,$87K - $163K (Glassdoor est.),"Who we are
We're Humu — we build products based in behavioral science that help people grow and thrive at work. In short, we're here to make work better.
Humu nudges people towards better ways of working, unlocking the potential of individuals, teams, and organizations. We enable companies to drive positive change by deploying personalized, scientifically-backed suggestions called nudges to employees. These nudges help people build better habits, work smarter and connect with their colleagues.
What you'll get to work on
Humu's Nudge Engine® deploys thousands of customized nudges—small, personal steps—throughout organizations to empower every employee, manager, team, and leader as a change agent. Over time, our nudges grow increasingly aware of the timing, messaging, and motivational techniques that inspire individual employees towards action.",4.9,"Humu
4.9","Mountain View, CA",-1,-1,-1,-1,-1,-1
122,Data Scientist I,$87K - $163K (Glassdoor est.),"Job Description:
We are looking for a Data Scientist who will help us discover the information advantage hidden in vast amounts of data, and help us make smarter decisions to deliver better products and services. Your primary focus will be in applying data science techniques, including machine learning, deep learning, natural language processing, statistical analysis, and building high quality prediction systems integrating with our products and services. This role will work with other data scientists in the team on data science projects to enhance revenue and mitigate risk.
Key Responsibilities:
Individual contributor role practicing and enabling data science at Bank of America
Builds and optimizes classifiers using machine learning techniques
Performs ad-hoc analysis and presents results in a clear manner
Extends company’s data with third party sources of information when needed
Performs tasks of data wrangling and feature engineering
Ensures data integrity for analysis and modeling
Data visualization

H5
1st shift (United States of America)
40
0",4.0,"Bank of America
4.0","Charlotte, NC",-1,-1,-1,-1,-1,-1
123,Data Scientist,$87K - $163K (Glassdoor est.),"Overview:
The Data Scientist provides data analysis and model building in collaboration with and in support of senior Data Scientists in the Product and Pricing Strategy Group. Will support the pricing strategy team by analyzing vast amounts of raw data to find patterns and help to build models that will help improve profitability, our customers’ experience, improve processes, and mitigate risks. Will utilize skills as a Data Scientist to extract valuable business insights, and make real-time predictions to improve the profitability of our business or how our business operates.
Job Description:
Work with manager and senior team members to understand the business problem and the objectives.
Support project leads to identify valuable data sources, and work with our IT team to collect such data
Ideal Candidate will have the following::",3.4,"Pennymac
3.4","Westlake Village, Los Angeles, CA",-1,-1,-1,-1,-1,-1
124,Data Scientist - Growth,$87K - $163K (Glassdoor est.),"#TeamNextdoor
Nextdoor is where you connect to the neighborhoods that matter to you so you can belong. Our purpose is to cultivate a kinder world where everyone has a neighborhood they can rely on.
Neighbors around the world turn to Nextdoor daily to receive trusted information, give and get help, get things done, and build real-world connections with those nearby — neighbors, businesses, and public services. Today, neighbors rely on Nextdoor in more than 275,000 neighborhoods across 11 countries.
Meet Your Future Neighbors
As a data scientist at Nextdoor, you'll be responsible for design and oversight of product experiments, own complex analysis to drive company and product strategy, and deploy online and offline models to a production environment. We use a semi-embedded team structure, in which a group of data team members works on a specific product or pillar, interfacing directly with product and engineering stakeholders. The Data Science group is made up of people from a diverse set of backgrounds and perspectives, trained in fields as wide-ranging as psychology, geology, physics, and statistics. We are the mathematical decision scientists for their product development organization and play an active and collaborative role in building and improving the product.",4.4,"Nextdoor
4.4","San Francisco, CA",-1,-1,-1,-1,-1,-1
125,Data Scientist,$87K - $163K (Glassdoor est.),"Foxconn is currently seeking a data scientist to join our Industrial Artificial Intelligence (iAI) team, where we provide AI powered smart manufacturing solutions to help businesses grow. The Data Scientist plays a key role in developing, validating, implementing, and deploying data science solutions for various industrial applications, especially in the context of manufacturing. Provide a reliable support to product development converted from specific applications.
Responsibilities include:
· Designing, training, and optimizing novel deep learning models in the industrial AI area.
· Developing, maintaining, and utilizing complex data pipelines, from data collection to annotation to training.
· Analyzing and quantitatively evaluating model performance.",3.3,"Foxconn
3.3","Mount Pleasant, WI",-1,-1,-1,-1,-1,-1
126,Data Scientist,$87K - $163K (Glassdoor est.),"Overview:

Role Purpose
The purpose of the role is to define, architect and lead deliveryof machine learning and AI solutions.

Do

Demand generation through support in Solution development
Support Go-To-Market strategy",3.8,"Wipro Limited
3.8","San Jose, CA",-1,-1,-1,-1,-1,-1
127,"Data Scientist, I",$87K - $163K (Glassdoor est.),"Abbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritionals and branded generic medicines. Our 113,000 colleagues serve people in more than 160 countries.
A healthy heart is essential to good health. That's why we're committed to advancing treatments for people with cardiovascular disease. As a global leader in Cardiac Rhythm Technologies, our breakthrough medical technologies help restore people's health so they can get back to living their best lives, faster. We focus on innovative technologies that can improve the way doctors treat people with heart arrhythmias, or irregular heartbeats.
“We are seeking an experienced, high caliber Data Scientist, I for our Sylmar, CA .
Responsible for ensuring the requirements for Device/Combination Products through the execution of Abbott standard operating procedure and Product Lifecycle Management.",3.9,"Abbott Laboratories
3.9","Sylmar, CA",-1,-1,-1,-1,-1,-1
128,Data Scientist,$87K - $163K (Glassdoor est.),"At MarketDial we equip our clients with the easiest-to-use and most accurate solution to conduct offline A/B testing. In short, we provide our clients with the tools they need to set up statistically robust trials to test various initiatives across their business. This allows them to learn quickly and have greater confidence in the initiatives they ultimately decide to roll out - saving time, money, and energy. To date, our software has allowed our clients across the retail, grocery, c-store, restaurant, and manufacturing markets to make sophisticated multi-million dollar marketing, pricing, staffing, and operational decisions through offline A/B testing.
We pride ourselves on offering our clients unparalleled support to ensure their success with MarketDial. We are currently seeking a Data Scientist to uniquely support our clients in the U.S. and abroad.
Job description:",5.0,"MarketDial
5.0","Salt Lake City, UT",-1,-1,-1,-1,-1,-1
129,Data Scientist,$87K - $163K (Glassdoor est.),"At PDF Solutions, we’re transforming the semiconductor and electronics manufacturing industry with our AI platform that improves yield and lowers manufacturing costs at some of the largest chip makers in the world. Not just machine learning, but AI. We’re seeking an experienced Data Scientist to join our team, who is responsible for developing model pipelines to enable and drive production of the world’s most advanced chips. We look for people who are self-motivated and passionate about the transformative potential of AI. You’ll be able to hone your skills while working side by side with industry experts who have decades of experience. The candidate must be an organized and highly motivated team player with strong initiative and communication skills, and possesses the drive to deliver quality results on time in a complex, intensive, and highly productive environment.
RESPONSIBILITIES
Help design, implement, and validate the ML Pipelines while collaborating with other data scientists.",4.5,"Cimetrix by PDF Solutions
4.5","Santa Clara, CA",-1,-1,-1,-1,-1,-1
130,Data Scientist,$87K - $163K (Glassdoor est.),"Data & Analysis – Data Scientist
We are the connected marketing agency, a full-service agency with modern creative & media, data, and technology services all under one roof.
The Data & Analysis team uses data-driven insights to fuel strategic growth for clients. We believe that data should never exist in a vacuum; instead, it should be put to work to bring the best ideas and stories to our clients.
Digitas’ Data Science practice sits within our DNA (Data & Analysis) capability, and develops industry-leading analytical solutions for clients across industries, channels and business functions. We apply a bespoke and cutting-edge arsenal of statistical, analytical and computing techniques to complex data problems at scale, with an emphasis on game-changing—and measureable—business impact. We work in close collaboration with colleagues across all agency disciplines to develop truly innovative, highly effective, data-powered solutions for our clients.
To help with this, we’re looking for an outstanding Data Scientist – an intellectually curious and creative problem solver who is willing to tackle the familiar and unfamiliar of all things data, including methods, technologies and applications. Sound like you? Read on.


Our Data Scientists deliver analytic solutions across a wide variety of client applications. We build inferential and predictive models, including machine learning algorithms and AI; we process, integrate and manipulate big data with distributed systems and customer data pipelines; we synthesize results and translate findings into compelling stories that resonate with clients.
As a Data Scientist , you’ll address complex marketing and business challenges—from cross-channel media and customer experience optimization to segmentation, targeting and business strategy—by accessing, integrating, manipulating, mining and modeling a wide array of data sources.


We’re looking for relevant academic, research or work experience, which typically includes:
Got what it takes? We’d love to hear from you.
Digitas is an equal opportunity employer.

About Digitas

Digitas is the Connected Marketing agency, built on the principle that there are better ways for brands to connect with people. We leverage comprehensive data, technology, creative, media and strategy capabilities to deliver Media-Fueled Creativity via connected Solutions that include Connected Campaigns, Social Marketing, Brand Experience, CRM & Loyalty, and Marketing Transformation. A Leader in Gartner’s Magic Quadrant for Global Marketing Agencies for six consecutive years, Digitas serves the world’s leading brands through a global network comprised of more than 4,000 employees across over 30 countries and 50 offices. For more information visit www.digitas.com",3.8,"Digitas
3.8","New York, NY",-1,-1,-1,-1,-1,-1
131,"Data Scientist, Analytics (Growth)",$87K - $163K (Glassdoor est.),"Next Insurance is a fast-growing tech company based in Silicon Valley that is led by a team of experienced entrepreneurs with a history of successful outcomes. Our mission is to transform insurance for small businesses by combining world-class technology and phenomenal customer service to offer better insurance at a lower price. As the leading digital insurtech company transforming small business insurance, we are proud to have achieved a company valuation of $4 billion and total funding raised to more than $880 million!

Next Insurance is looking for explorers who are filled with curiosity, have the desire to travel the unbeaten path, and realize new heights in providing small business owners with the peace of mind to run their businesses. If you move fast, and are customer-focused and willing to challenge the status quo, Next Insurance might just be your next journey.",4.2,"Next Insurance
4.2","Palo Alto, CA",-1,-1,-1,-1,-1,-1
132,Data Scientist 15-DM0107,$87K - $163K (Glassdoor est.),"PLEASE NOTE: This position requires an ACTIVE Top Secret/SCI Clearance with Polygraph. To be considered for this position, you MUST have an ACTIVE Clearance Level of Top Secret/SCI with Polygraph.


Job Overview:
Knowledge of individual, organizational, technological, or transnational issues of national security concern.
Prior experience with the Intelligence Community and methodological experience in some of the following areas:
Relationships and discovery (correlating, enriching and prioritizing data about activity among actors, devices or facilities to enable the discovery of structure, roles, key relationships and targets)",5.0,"Probity Inc.
5.0","Chantilly, VA",-1,-1,-1,-1,-1,-1
133,"Data Scientist, Search Analytics",$87K - $163K (Glassdoor est.),"KAYAK, part of Booking Holdings (NASDAQ: BKNG), is the world's leading travel search engine. With billions of queries across our platforms, we help people find their perfect flight, stay, rental car, cruise, or vacation package. We're also transforming the in-travel experience with our app and new accommodation software. For more information, visit www.KAYAK.com.
As an employee of KAYAK, you will be part of a global network that includes OpenTable and KAYAK's portfolio of metasearch brands including Swoodoo, checkfelix, momondo, Cheapflights, Mundi and HotelsCombined. Many employees are dedicated to one brand, but we all have the benefit of using each others strengths and insights. Together, we're able to help people experience the world through dining and travel.

We are looking for a Data Scientist to join KAYAK's Search Analytics Team! This person should love working on analyzing, interpreting, modeling, and extracting knowledge from large volumes of data. Good candidates should have a passion for processing data to help drive better business decisions in a fast-paced environment.",4.1,"KAYAK
4.1","Cambridge, MA",-1,-1,-1,-1,-1,-1
134,Data Scientist,$87K - $163K (Glassdoor est.),"Kershner Trading Group is a leading proprietary trading and technology firm, headquartered in Austin, Texas with offices in midtown Manhattan, NY and Chicago, IL. We provide capital and infrastructure to in-house quantitative and discretionary traders. We currently have an opening in our Austin, Texas headquarters for a Data Scientist.

Responsibilities:
Work with a team of Data Scientists to analyze data and create intraday algorithmic trading strategies
Provide valuable input to software engineers in order to enhance our back testing engine and data analysis tools for predictive model analysis
Collaborate with the team in order to enhance the trading software, reduce slippage and increase model efficiency

Preferred Qualifications

What's in it for you?",3.6,"Kershner Trading
3.6","Austin, TX",-1,-1,-1,-1,-1,-1
135,Data Scientist,$87K - $163K (Glassdoor est.),"RAPP Los Angeles is looking for a Data Scientist to join our award-winning Marketing Sciences team.
ABOUT RAPP
Our purpose
We are the agency absolutely, utterly, fiercely focused on the individual. We use our data, technology and creative smarts to make meaningful, connections with every single person a brand knows.
As a guiding ethos, RAPP stands up for Individuality. So much so, that it's in our agency value proposition. We're committed to racial justice, equality and equity, representation, and unbiased opportunity – because we know that embracing diversity in all its facets helps us create our best work. Harnessing the experiences of all our Fiercely Individual people, and the differences among us, is the surest way to positively impact our business and network culture.",3.4,"RAPP
3.4","Los Angeles, CA",-1,-1,-1,-1,-1,-1
136,Jr. Data Scientist,$87K - $163K (Glassdoor est.),"Experience with statistics/machine learning packages such as Spark MLlib, Python (scikit-learn, pandas, numpy, scipy, Matplotlib), Keras, TensorFlow, PyTorch etc.

Insurance industry experience is an advantage.

ML/NLP/Deep Learning knowledge/experience is an advantage.

Competencies for Analyst I, Data Science, typically acquired through a Master`s degree (in Statistics, Mathematics, Economics, Actuarial Science or other scientific field of study) and 0-1 years of experience or may be acquired through a Bachelor`s degree and 3+ years of relevant experience.",5.0,"Aroopa
5.0",,-1,-1,-1,-1,-1,-1
137,Data Scientist,$87K - $163K (Glassdoor est.),"Blockchain.com is the world's leading software platform for digital assets. Offering the largest production blockchain platform in the world, we share the passion to code, create, and ultimately build an open, accessible and fair financial future, one piece of software at a time.
We are looking for a Data Scientist to join our Data Science and Business Intelligence team. Exploiting data is core to our business, and in this role you will have an opportunity to:
Enable world-class user experiences across all our products by developing and deploying predictive models
Support the organization across a range of areas including: experimentation, fraud, market signals, business intelligence and data visualization
Develop derivative data products from the crypto ecosystem (on-chain, exchanges, etc) for internal and external consumption.",4.1,"Blockchain.com
4.1","San Francisco, CA",-1,-1,-1,-1,-1,-1
138,Data Scientist,$87K - $163K (Glassdoor est.),"Develops, validates and executes algorithms and predictive models to investigate problems, detect patterns and recommend solutions

Explores, examines and interprets large volumes of data in various forms

Performs analyses of structured and unstructured data to solve moderately complex business problems

Utilizing advanced statistical techniques and mathematical analyses













CVS Health requires certain colleagues to be fully vaccinated against COVID-19 (including any booster shots if required), where allowable under the law, unless they are approved for a reasonable accommodation based on disability, medical condition, religious belief, or other legally recognized reasons that prevents them from being vaccinated.

You are required to have received at least one COVID-19 shot prior to your first day of employment and to provide proof of your vaccination status or apply for a reasonable accommodation within the first 10 days of your employment. Please note that in some states and roles, you may be required to provide proof of full vaccination or an approved reasonable accommodation before you can begin to actively work.







Bachelor's degree or equivalent work experience in Mathematics, Statistics, Computer Science, Business Analytics, Economics, Physics, Engineering, or related discipline.

Master's degree preferred


Bring your heart to CVS Health
Every one of us at CVS Health shares a single, clear purpose: Bringing our heart to every moment of your health. This purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world. Anchored in our brand — with heart at its center — our purpose sends a personal message that how we deliver our services is just as important as what we deliver.

Our Heart At Work Behaviors™ support this purpose. We want everyone who works at CVS Health to feel empowered by the role they play in transforming our culture and accelerating our ability to innovate and deliver solutions to make health care more personal, convenient and affordable.
We strive to promote and sustain a culture of diversity, inclusion and belonging every day.
CVS Health is an affirmative action employer, and is an equal opportunity employer, as are the physician-owned businesses for which CVS Health provides management services. We do not discriminate in recruiting, hiring, promotion, or any other personnel action based on race, ethnicity, color, national origin, sex/gender, sexual orientation, gender identity or expression, religion, age, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law.",3.0,"CVS Health
3.0","New York, NY",-1,-1,-1,-1,-1,-1
139,Data Scientist,$87K - $163K (Glassdoor est.),"Data Scientist

Want to discover just how far your intellectual curiosity can take you? You’re in the right place. For more than four decades, Axcelis Technologies has been at the forefront of innovation in semiconductor manufacturing technology. Chipmakers around the globe rely on our tools and process expertise to deliver the semiconductors that power modern life from smartphones and computers to cameras and cars.
Our influence is global, with more than 30 offices worldwide, an installed base of thousands worldwide and a customer list that includes the world’s largest semiconductor manufacturers. Our team is expanding, and we are currently hiring a Data Scientist. This position is factory based in Beverly, MA and the successful candidate will be expected to be in the facility to collaborate directly with the TD team in the R&D and Process labs. This position may require occasional international travel (5-15%)

Required Skills

Required Experience",4.0,"Axcelis Technologies Inc.
4.0","Beverly, MA",-1,-1,-1,-1,-1,-1
140,Data Scientist,$87K - $163K (Glassdoor est.),"Join a team of proven entrepreneurs to build a next-generation software platform that transforms the way we work together. The new world of remote work has left people feeling isolated and their work relationships transactional. Wisq is solving this problem with a beautiful product that incorporates the best of social psychology, AI, and design thinking.
Wisq creates happy places to work by making space for meaningful connections. Wisq is for all the moments big and small that happen outside the presentations, video calls, and spreadsheets. It's for connecting as people, not just coworkers. It's about making every workplace a happy one!
Wisq is looking for our first Data Scientist to help change the way we think of life at work. As the Data Scientist you will partner with product and engineering to help turn data of all kinds into actionable insights that drive everything from overall Product direction and strategy to specific features, algorithms, and growth ideas.",-1,Wisq,"Redwood City, CA",-1,-1,-1,-1,-1,-1
141,Data Scientist,$87K - $163K (Glassdoor est.),"CASE is a global not-for-profit and membership association whose vision is to advance education to transform lives and society. Its mission is to be the home for communities of advancement professionals and to inspire, challenge and equip them to act effectively and with integrity to champion the success of their institutions. CASE defines the competencies and standards for the profession of advancement, leading and championing their dissemination and application with over 97,000 advancement professionals at 3,100 member institutions in 80 countries.

Broad and growing communities of professional practice gather under the global CASE umbrella. Currently these include alumni relations, development services, digital, communications, fundraising, government relations, marketing, and web. These professionals are at all stages of their career and may be working in universities, schools, colleges, cultural entities or other not-for-profits. CASE membership also includes many corporate partners. CASE uses the intellectual capital and professional talents of an army of volunteers to advance its work.

Headquartered in Washington, DC, CASE works across all continents from its regional offices in London, Singapore, and Mexico City. CASE works to achieve a seamless experience for all its stakeholders: particularly its members, volunteers, and staff. Working together across time zones and borders, CASE staff in all offices seek to make the ambitious OneCASE aspiration a reality.

POSITION PURPOSE

Reporting directly to the Senior Director, AMAtlas Services, the Data Scientist provides complex analyses and critical reports that are foundational to strategic, revenue-generating data and research services within AMAtlas, CASE’s global resource for educational advancement-related metrics, benchmarks, and analytics. The Data Scientist helps to conceptualize data collection, management, and reporting systems, design data reporting and benchmarking tools and products, and develop software to support data cleaning, analysis, visualization, and reporting. The data scientist will also serve as an internal consultant and project partner working with colleagues in other divisions to enhance data management, task automation, and supporting data-driven decision-making.
ESSENTIAL FUNCTIONS

The core functions of this position include but are not limited to the following:

Program/Project Management

Fiscal Management/Budget Responsibilities/Judicious Use of Resources

Liaison Responsibilities

Image Responsibilities

JOB COMPLEXITY AND KNOWLEDGE

The Data Scientist is expected to work with a high level of autonomy and independence, discretion, confidentiality, and diplomacy. The position interacts with CASE staff from across the world, and has frequent into contact with senior volunteers, members, and other high-level external key stakeholders. The Data Scientist will be responsible for his/her own time management and prioritization of tasks to ensure the key responsibilities are met.

Problem Solving and Judgement

High-level judgement and problem-solving skills are required, as the incumbent must frequently conduct new analyses and program reports with minimal supervision—serving as CASE’s residing expert on Data Science techniques and programs. The incumbent must also have a high degree of professionalism and integrity.

Professional and Organizational Knowledge

Professional and Organizational Knowledge

POSITION REQUIREMENTS



Vaccination against COVID-19 is an important tool in helping to prevent infection and reduce hospital stays and mortality. CASE vaccination policy is as follows for each region:
To access a CASE office, you must be fully vaccinated and boosted for COVID-19 or have an approved exception to this requirement as an employee with an approved medical or religious exemption (U.S.) or be subject to testing or other national/local restrictions in effect where the CASE office is located.
CASE strongly encourages staff to obtain the most current COVID-19 vaccine and booster as soon as it is available to them unless they are ineligible to receive the vaccine due to medical reasons.
To access a CASE office, you must follow government and property management guidelines.

As of January 1, 2022, CASE implemented an Alternative Work Arrangement policy where, after 4 weeks of employment, eligible staff are given the opportunity to work from home up to 2 days per week and in office at least 3 days per week.

Management reserves the right to review and

revise this document at any time. This document represents a description of

intended job content and should not be construed in any way to be a contract of

employment.

Thank you for your interest. Only the selected candidates will be contacted for an interview",4.2,"Council for the Advancement and Support of Education
4.2","Washington, DC",-1,-1,-1,-1,-1,-1
142,Data Scientist - Analytics,$87K - $163K (Glassdoor est.),"Pandion is a technology-first transportation provider. Tailor-made for e-commerce, Pandion delivers a high performing one-day and two-day delivery experience for all. We are a startup, and want people who are interested in moving fast, breaking things, and building something amazing from scratch.
We are an agile team with continuous integration and you will be responsible for designing and building many of the new components. Logistics provides many of the toughest problems to solve in industry. The problem space spans many challenges on which the customer experience is dependent, including forecasting demand, network route pathfinding, data analysis, and building, scaling, and improving tools. Pandion continuously seeks to focus on serving the needs of e-commerce shippers and their customers.
If you are obsessed with customers and excited to develop new technologies and high-performing operations, come build the future with us!",-1,Pandion,"San Antonio, TX",-1,-1,-1,-1,-1,-1
143,Data Scientist,$87K - $163K (Glassdoor est.),"About Us
Interested in working for a human-centered technology company that prides itself on using modern tools and technologies? Want to be surrounded by intensely curious and innovative thinkers who push one another to come up with the best solutions possible?
Modeling ourselves after the 1904 World’s Fair, which brought innovation to the region, 1904labs is seeking top talent in St. Louis to bring innovation and creativity to help us continue to grow.
We help enterprise organizations turn their digital transformation ideas into reality. Working in a team-based labs model, using our #HCDAgile methodology, we strive to innovatively solve problems while keeping humans at the center.




Flexible work from home options available.",4.8,"1904labs
4.8","Saint Louis, MO",-1,-1,-1,-1,-1,-1
144,Data Scientist - Remote,$87K - $163K (Glassdoor est.),"Company Profile

From its founding in 2011, RxAnte’s mission has been exceedingly simple: Get more from medicines. Today, with a team of 85 and offices in Washington, DC and Portland, ME, we are the leading provider of predictive analytics and targeted clinical programs that improve prescribing and adherence. With nearly 13 million lives under management, our patented solutions for health plans are proven to improve quality scores and lower costs by improving prescription drug use.

In 2019, RxAnte launched Mosaic Pharmacy Service (MPS), a wholly-owned subsidiary. Designed specifically to provide in-home pharmacy services to medically complex and vulnerable seniors, MPS will directly improve prescribing, adherence, and drug therapy outcomes for patients under our care.",4.8,"RxAnte
4.8","Portland, ME",-1,-1,-1,-1,-1,-1
145,Data Scientist,$87K - $163K (Glassdoor est.),"Financial inequality is increasing and too many people are getting left behind. At Stash, we believe in the power of simplifying investing, making it easy and affordable for everyday Americans to build wealth and achieve their financial goals.
We're one of the fastest growing fintechs in the U.S. and have had another record-breaking year. In 2021 we almost doubled our headcount and valuation. Our personal finance app makes investing easy and affordable; this year 6 million customers set aside more than $3 billion with Stash.
Prioritizing People is one of our core values and has been key to a healthy work-life balance and a great sense of fulfillment and inclusion. We employ a true people first - hybrid model. Live and work where you feel the most productive, whether that is in our home, in an office, or a combination of both.",4.2,"Stash
4.2","New York, NY",-1,-1,-1,-1,-1,-1
146,Data Scientist Jr.,$87K - $163K (Glassdoor est.),"General Description:
*
Lead data scientists, senior researchers and software developers on projects bridging the gap between research and analytics by providing data-driven solutions across several policy areas.
Engage clients, research, and analytics staff teams in development of streamlined protocols to systematize workflow by designing integrated data systems generated through gathering requirements.
Develop schema, business rules and configuration testing processes.
Configuration systems management to capture information that can be used for quantitative analysis.
Direct the development of standardized protocols to manipulate information captured in a fixed format to usable data, using non-traditional data sources like scraping data from social media, mining data from natural language texts, as well as vectorizing images to create analytical dataset to inform policy decisions.",3.7,"Optimal Solutions Group
3.7","College Park, MD",-1,-1,-1,-1,-1,-1
147,Data Scientist,$87K - $163K (Glassdoor est.),"Job Description
The role entails developing, analysing, and executing ideas and initiatives designed to achieve business growth and loss mitigation goals.
NutaNXT Technologies offers a compelling and rewarding work environment. We offer market competitive salaries, bonus, equity, benefits, meaningful growth, and development opportunities and a casual yet technically challenging work environment. Join our dynamic, entrepreneurial team and become part of our continuing success.
Responsibilities
Hands-on experience in building and deploying application scorecards (preferably lending business) using some of the latest machine learning models.",4.1,"NutaNXT Technologies
4.1","Santa Clara, CA",-1,-1,-1,-1,-1,-1
148,Data Analyst/Data Scientist,$87K - $163K (Glassdoor est.),"Data Analyst/Data Scientist
WDM USA is passionate about saving lives.
Every year, more than 40,000 people are killed on US roads. Using the largest dataset of its kind, WDM USA works with Departments of Transportation (DOTs) across the US to determine where, when, and how to reduce roadway crashes. We have a track record of delivering data that has helped DOTs build better, safer infrastructure and reduce fatal and serious crashes by more than 30%.
We are looking for someone curious, adaptable, and forward-thinking to join our growing team of critical thinkers and problem solvers. You should have a grounding in statistics and strong data analysis skills. You should be comfortable analyzing large volumes of data (e.g., millions of records) in R or comparable programming languages. Working across teams, you should be motivated to research and develop new analyses, improve data quality processes, ensure the accuracy of our data, and provide client guidance that results in safer roads for all road users.",-1,WDM USA,"Richmond, VA",-1,-1,-1,-1,-1,-1
149,Data Scientist,$87K - $163K (Glassdoor est.),"Job title: Data Scientist
Location: onsite
Duration: 6+ Month
Interview: Skype and Phone
Responsibilities:
The Data Scientist is part of a team that improves the quality of care delivered in a variety of settings, including hospitals, outpatient clinics, nursing homes, ESRD centers, and managed care plans.",-1,Dtech LLc,"Texas City, TX",-1,-1,-1,-1,-1,-1
150,Data Scientist,$75K - $138K (Glassdoor est.),"Circle is a global financial technology firm that enables businesses of all sizes to harness the power of digital currency and public blockchains for payments, commerce and financial applications worldwide. Circle platforms and products provide a suite of internet-native financial services for payments, treasury infrastructure and capital formation. Circle is also a principal developer of USD Coin (USDC), which has become the fastest growing dollar digital currency in the world. USDC has grown to over 53+ billion in circulation and supported over $1.9+ trillion in transactions in the past year. Circle's payments and treasury infrastructure services available through the Circle Account and APIs helps bridge the legacy financial system and digital currency and blockchain based finance. Circle's SeedInvest service brings internet-native fundraising and capital formation to startups and growth companies. Combined, Circle's suite of services helps companies to participate in a more open, global and inclusive financial system.",4.1,"Circle
4.1","Newark, NJ",-1,-1,-1,-1,-1,-1
151,Jr. Data Scientist,$75K - $138K (Glassdoor est.),"Experience with statistics/machine learning packages such as Spark MLlib, Python (scikit-learn, pandas, numpy, scipy, Matplotlib), Keras, TensorFlow, PyTorch etc.

Insurance industry experience is an advantage.

ML/NLP/Deep Learning knowledge/experience is an advantage.

Competencies for Analyst I, Data Science, typically acquired through a Master`s degree (in Statistics, Mathematics, Economics, Actuarial Science or other scientific field of study) and 0-1 years of experience or may be acquired through a Bachelor`s degree and 3+ years of relevant experience.",5.0,"Aroopa
5.0","San Francisco, CA",-1,-1,-1,-1,-1,-1
