,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
39,Data Analyst,$27 - $30 Per Hour(Employer est.),"Experience/Skills:
· 5+ years of data warehouse experience
· 5 years P&C Insurance subject matter experience (Policy and Claims)
· Advanced SQL knowledge
· Extensive knowledge of Data Warehousing, ETL and BI Architectures, concepts and frameworks
· Capable of creating and tuning Semantic layer Reporting Views
· Capable of facilitating data discovery sessions involving business subject matter experts
· Knowledge of RDBMS platforms (e.g. SQL Server, DB2) with experience in generating DDL",-1,Zenotis Technologies Inc,"Florham Park, NJ",-1,-1,-1,-1,-1,-1
40,Data Analyst,$27 - $30 Per Hour(Employer est.),"ABOUT CHAIRISH

Founded in 2013, San Francisco-based Chairish is the leading online marketplace for exceptional home furnishings. Our mission is to inspire and foster the joy of creative expression through home decorating.
The Chairish marketplace connects millions of design lovers to over 10,000 sellers, creating newfound business for sophisticated brands, unique makers, remarkable artists, esteemed vintage and antique dealers as well as private collectors. We are leading the luxury home furnishings industry into the digital future.
Our leadership team includes veteran technology entrepreneurs who’ve created the biggest global travel brands alongside celebrated fashion and design industry executives. Chairish has earned widespread recognition from leaders in the home design space. Architectural Digest named Chairish the #1 “can’t live without decorating app” that “will change the way you shop for furniture online.” Entrepreneur lists Chairish as one of “best entrepreneurial companies in America” and IAB recently named Chairish a ""Brand to Watch in 2020”

POSITION OVERVIEW

This role is remote eligible. Chairish Inc. is looking for an experienced data analyst. You will join our analytics team to work as the primary partner for the cross-functional stakeholders to enable a deep and insightful understanding of platform performance. We’re looking for someone who truly enjoys exploring the data, conducting analysis, and presenting the results with a story that identifies meaningful, actionable insights to help grow the business.
Responsibilities

Your Experience


MORE ABOUT CHAIRISH, INC.

Chairish Inc. is committed to equal treatment and opportunity in all aspects of recruitment, selection, and employment without regard to gender identity/expression, race, religion, national origin, ethnicity, disability, sexual orientation, veteran or military status, or any other category protected under the law. We are an equal opportunity employer; committed to a community of inclusion, and an environment free from discrimination, harassment, and retaliation. We strongly encourage applicants of all backgrounds, identities, and perspectives to apply to job positions at Chairish.
If you are interested in applying for this opportunity, please apply with your resume. All submissions will be evaluated and interviews will be conducted for those applicants who most strongly fit our needs. If you need reasonable adjustments at any point in the application or interview process, please let us know.
No Phone Calls
No Agencies or Recruiters
This is a remote position.",3.4,"Chairish, Inc.
3.4","San Francisco, CA",51 to 200 Employees,2013,Company - Private,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 million (USD)
41,Data Analyst,$27 - $30 Per Hour(Employer est.),"We are looking for a passionate certified Data Analyst. The successful candidate will turn data into information, information into insight and insight into business decisions. Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will monitor performance and quality control plans to identify improvements.
Responsibilities
Interpret data, analyze results using statistical techniques and provide ongoing reports
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex data sets",-1,Pdc Florida,"Delray Beach, FL",-1,-1,-1,-1,-1,-1
42,Data Warehouse Analyst,$27 - $30 Per Hour(Employer est.),"With a recently announced funding round from Insight Partners and an impressive yearly revenue growth, Lansweeper is rapidly expanding its Global teams. We now need a Data Warehouse Analyst to help in our growth journey!
Lansweeper is an IT asset management software helping businesses better understand, manage and protect their IT devices and network. We currently discover and monitor around 100 million connected devices from 25,000+ customers, including Mercedes, FC Barcelona, Michelin, Sony, Carlsberg, Nestlé, IBM, Maersk and Samsung to governments, banks, NGOs, and universities, driven by its 150+ strong teams in Belgium, Spain, Italy, Ireland, UK and the USA.
Over 90% of our customers renew their subscriptions every year and we onboard 250 new customers every month. Our high-performance/high-reward culture emphasizes improvement and progress. Under the ""work hard, play hard"" motto we want employees to grow professionally through ongoing learning and taking on new challenges. Discover more about Lansweeper impressive growth on",4.5,"Lansweeper
4.5","Austin, TX",51 to 200 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
43,Data Analyst (US),$27 - $30 Per Hour(Employer est.),"Overview:
We are looking to hire a data analyst to join our data team. You will take responsibility for managing our master data set, developing reports, troubleshooting data issues, and extracting insights from data. To do well in this role you need a very fine eye for detail, experience as a data analyst, a deep understanding of the popular data analysis tools and databases, a “get-it-done” attitude, as well as the ability to work well with different functions and time zones.

Responsibilities:
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality",3.8,"17LIVE
3.8","Los Angeles, CA",Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
44,Data Analyst,$27 - $30 Per Hour(Employer est.),"About {Carpe Data
We are a dedicated group of data enthusiasts with our sights set on driving automation and improving outcomes for the insurance industry. Our award-winning solutions harness the power of emerging and alternative data using bleeding-edge technology and Big Data pipelines to help insurers across the globe streamline processes and identify risk with greater accuracy than ever before.
We embrace talent from all walks of life; whether you're a seasoned industry veteran or just starting your career, our diverse and growing team is uniquely poised for explosive growth in the dynamic frontier of insurance technology.
Carpe Data is located in the heart of downtown Santa Barbara. Candidates must live near Santa Barbara or be willing to relocate. Employees are currently working on a hybrid office schedule: M/F remote and T/W/Th in the office.",4.4,"Carpe Data
4.4","Santa Barbara, CA",51 to 200 Employees,2016,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
45,Data Analyst,$27 - $30 Per Hour(Employer est.),"As a Data Analyst for Engage3, you will work with a team of accomplished data scientists and domain experts to build and deliver the next generation of transformative price management solutions.
You should be able to demonstrate the ability to build and maintain visualization tools such as Tableau and manipulate and analyze data using SQL and Python. You should also have experience of collaborating across organizational boundaries.
Responsibilities:
Building and maintaining client-facing Tableau reports
Assessing the completeness and accuracy of incoming data and standardizing the process
Implementing pricing outlier detection algorithms",4.3,"Engage3
4.3","Davis, CA",51 to 200 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
46,Data Quality Analyst,$27 - $30 Per Hour(Employer est.),"Experience:
4 years of relevant experience implementing data governance and/or data quality standards, practices, and support models to achieve business objectives
Solid understanding of Data Quality and Data Management concepts
Knowledge of Data Quality software and systems; preferred Informatica IDQ, Tableau (or other visualization tools)
Knowledge of large scale enterprise applications using big data open source solutions such as Hadoop, Snowflake, Spark, etc.. and how to analyze data contained within these solutions
Experience of SQL, PySpark (Python) and one or more of these DB’s - Oracle, MySQL, Teradata",-1,FlexIT Inc,"Beaverton, OR",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
47,Data Analyst,$27 - $30 Per Hour(Employer est.),"Data Analyst :
1-3 years of Working knowledge of data analysis and visualization tools, such as Microsoft PowerBI and
Tableau
Functional experience with database software, such as AWS Athena, Redshift, MySQL
Experience working on Python
Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc),
programming (XML, Javascript, or ETL frameworks)
information with attention to detail and accuracy",5.0,"Triunity Software, Inc.
5.0",United States,1 to 50 Employees,2021,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
48,Data Analyst,$27 - $30 Per Hour(Employer est.),"Job Title : Data Analyst
Location: Bellevue , WA 98006
Duration: 12 Months
Qualifications â€“ Minimum Required
5+ years of quantitative analytic modeling experience or comparable process management experience
BA/BS in Finance, Economics, Mathematics, Industrial Engineering, Statistics or related degree required
Intermediate or higher proficiency in SAS or other statistical/analytical programming languages
Superior computer skills in Excel, Word, PowerPoint required
Superior communication (spoken and written), organization and presentation skills
Superior time management skills and awareness of project management methods",4.1,"ASK Consulting
4.1","Bellevue, WA",501 to 1000 Employees,1995,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD)
49,140: Data Analyst,$27 - $30 Per Hour(Employer est.),"Our client is the mobile app industry’s strongest data and analytics platform. They help thousands of organizations and millions of users around the world optimize their mobile experience. They’re a global company with a San Francisco HQ but they are fine with remote arrangements. And, they have a strong compensation program. Finally, this is an organization where culture really matters.

This company has asked us to help find several data analysts - folks who can scan through data sets and explain to customers and coworkers what’s really going on. So, if you’re looking to take the next step in a data career, this could be the place for you! We

Are you a data analyst looking for a new opportunity in a great organization in one of the hottest parts of tech? If so, let’s get to meet each other! Please submit your resume and fill out our questionnaire ASAP!",4.0,"Dataspace
4.0","San Francisco, CA",1 to 50 Employees,1994,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 million (USD)
50,3464 - Data Analytics Analyst,$27 - $30 Per Hour(Employer est.),"Job Description Summary
Overview of Role:
The successful candidate will under guidance, perform data analytics activities related to complex business problems and issues to provide insight to decision makers. May provide analytic support for internal project teams and for external client consulting or services engagements.

Principle Accountabilities:
Run standard queries for data extraction
May manipulate and transform data to optimize analyses
Produce data sets and reports for analysis using system reporting tools
May receive and respond to client data inquiries via remote client access

Minimum Education, Experience, & Specialized Knowledge Requirements:

Additional Requirements:",3.9,"IQVIA
3.9","Parsippany, NJ",10000+ Employees,2017,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
51,Data Analyst,$27 - $30 Per Hour(Employer est.),"At its core, BasicBlock helps get truck drivers paid faster. Period. Our industry-leading software and financial services allow independent truck drivers to spend less time worrying about cash flow and more time focused on the road.
Our company is one of the few workplaces where you can experience the drive and ambition of Silicon Valley alongside the friendly and hard-working qualities of the Great Plains. If you join our team, we'll let you take the reins as long as you produce quality work in return. We're a focused and authentic team who puts a priority on ownership and creating an environment where everyone can do their best work.
About the position….
We are seeking a certified Data Analyst who will help us turn data into information, getting insights and developing business decisions based on the analysis results. You will conduct full lifecycle analysis to include requirements, activities and design. You will also monitor performance and survey plans to identify improvements. The ideal candidate will have an analytical mindset with a creative approach. Will have the ability to find patterns and correlation when dealing with big volumes of information. You should also be able to work under a flexible schedule and report on your findings in a detailed and straightforward manner.",4.5,"BasicBlock Inc.
4.5","Lincoln, NE",1 to 50 Employees,Unknown,Unknown / Non-Applicable,-1,-1,-1
52,Azure Data Analyst,$27 - $30 Per Hour(Employer est.),"Azure Data Analyst
Onsite - Seattle WA
12 months
Location: Preferably Redmond/ Bellevue/ Seattle/Kirkland/ Sammamish/ Issaquah and other adjoining areas.
Job Description: The candidate would work with the payouts division of the Microsoft Azure Commercial Marketplace team and prepare Power BI reports by extracting data from various sources, running SQL and Kusto queries, fix and maintain existing reports, build reports for new publishers and identify opportunities to automate data preparation, analysis, and validation support. The role would involve great attenton to detail, coordination within existing team, client and other teams within Microsoft. The person is expected to solve challenges and complexities that might arise from time to time due to the nature of the business.",-1,Better Future Solutions,"Seattle, WA",Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
53,Data Analyst,$27 - $30 Per Hour(Employer est.),"Overview:

Role Title

Data Analyst

Reports To

Project Manager/ Database Lead

Direct Reports",3.8,"Wipro Limited
3.8","San Jose, CA",10000+ Employees,1945,Company - Public,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
54,Product Data Analyst,$27 - $30 Per Hour(Employer est.),"BEPC has an open position for a Product Analyst in Plano, TX!
Contract W2 Period: 1 year contract with possibilities for extensions
Pay & Benefits: $47.79/hr. + Medical, Dental, Vision and Life Insurance
Overview:
The KINTO department is seeking an Analyst with data analysis experience to help mature our financial capabilities and to help accelerate product development. The candidate must demonstrate a Kaizen mentality for continuous improvement of our standalone business as well as experience leading projects. The KINTO department is looking for an analyst that is also able to design, implement, and execute product development of the KINTO product. Product experience is highly desired within a relevant domain, such as automotive, finance, or mobility.",3.6,"BEPC Inc
3.6","Plano, TX",51 to 200 Employees,Company - Private,Business Consulting,Management & Consulting,$10 to $25 million (USD),-1
55,SQL Data Analyst,$27 - $30 Per Hour(Employer est.),"DocProbe, a Madison Commercial Real Estate Services company, is seeking a Senior Full Stack Engineer with significant experience in building web applications using modern development frameworks, patterns, and practices.
Since 2010, DocProbe has been on a mission to revolutionize a subset of the US Residential Mortgage Banking Industry. While SaaS companies have begun to invest in the mortgage field, little attention has been paid to the back-office post-closing functions of the business.
As a fintech startup, DocProbe has pioneered the adoption of technology to replace these historically manual and labor-intensive processes with a powerful document processing platform that boosts efficiencies and reduces cost. Our applications robust tools and features, layered on a foundation of automation, machine learning and AI, is effectively changing the landscape at post closing departments of every bank and mortgage lender we service.
As a Data Analyst with the MCRES engineering group, you will collaborate with a vibrant team of tech and product professionals working side by side with industry experts across the Madison family of companies, leading a technology renaissance disrupting the Real Estate Industry.",-1,DocProbe,"Lakewood, NJ",-1,-1,-1,-1,-1,-1
56,Data Analyst,$27 - $30 Per Hour(Employer est.),"General Responsibilities:
Hertz and the Advanced Analytics and Tool Development team is seeking talented individuals with passion for real-world problem solving. The analyst will partner with various functions within the company (Revenue Management, Fleet, Operations) and develop advanced tools and resources to support overall location-level planning and operational decisions. The analyst will be working with large sets of structured and unstructured data to perform analysis, develop tools, and provide actionable insights.

What you’ll be doing:
Develop tools for the field for car assignment to optimize upgrade/upsell/booking success.
Develop tools to provide visibility to many of the operational processes.
Conduct analyses to inform stakeholders and help make the most optimal decisions regarding various strategic initiatives.


Essential Requirements:
:",3.1,"Hertz
3.1","Estero, FL",10000+ Employees,1918,Company - Public,Car & Truck Rental,Transportation & Logistics,$5 to $10 billion (USD)
57,Data Analyst/Developer,$27 - $30 Per Hour(Employer est.),"Keystone RV is looking for a motivated Data Analyst/Developer to join our IT team. The individual will be a crucial part of day to day operations by designing, creating/supporting Power BI reports and helping with programming for multiple systems.

Responsibilities / Qualifications:
Ability to create ad-hoc reports and analyses the data

Design and enforce security controls around reports and scripts

Experience with Power BI

Paginated reports (rewrite all current SSRS reports)

Dashboard (create Sales dashboards)

Power BI Database design and maintenance

SQL experience is required

Design and write SQL queries

Design and write SSRS reports

Stored procedures

Working knowledge or willing to learn the following programming languages

HTML5, Python, .NET, C++ and X++",3.8,"Keystone RV
3.8","Goshen, IN",1001 to 5000 Employees,2001,Subsidiary or Business Segment,Transportation Equipment Manufacturing,Manufacturing,$100 to $500 million (USD)
58,Data Analyst,$27 - $30 Per Hour(Employer est.),"Spokeo is a people search engine that both enlightens and empowers our customers. With over 14 billion records and 18 million visitors per month, we reconnect friends, reunite families, prevent fraud, and more.

You will be responsible for working across finance, product, and marketing functions to translate business needs into data-centric solutions. We collect data from a wide variety of public sources and need someone with a curious mindset who is ready to dive deep to define business rules, identify connections and organize our growing data catalog.

Responsibilities:
Learn and apply your knowledge in quantitative analysis, qualitative assessment, mining data to uncover meaningful insights and recommendations to guide and improve marketing advertising performance, acquisition growth, and audience targeting efforts.






This is a remote position.",4.2,"Spokeo
4.2","Pasadena, CA",201 to 500 Employees,2006,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
59,Tableau Data Analyst,$27 - $30 Per Hour(Employer est.),"Federal Contractor is seeking Data Analyst - Tableau Specialist
Location: Sterling, VA - Onsite required 2 days out of the week, 3 days remote
JOB DETAILS
Job Title: Data Analyst - Tableau Specialist, Sterling, VA
Company: HNM Global Solutions
Responsibilities:
Administer Tableau Server including setting up new server, capacity planning, setup new sites, roles, permissions, security.
Perform hands-on work with complex data analysis, report and dashboard development BI tools like Tableau, etc.",-1,HNM Global Solutions,"Sterling, VA",-1,-1,-1,-1,-1,-1
60,Data Analyst,$63K - $114K (Employer est.),"Job Title : Data Analyst
Location: Bellevue , WA 98006
Duration: 12 Months
Qualifications â€“ Minimum Required
5+ years of quantitative analytic modeling experience or comparable process management experience
BA/BS in Finance, Economics, Mathematics, Industrial Engineering, Statistics or related degree required
Intermediate or higher proficiency in SAS or other statistical/analytical programming languages
Superior computer skills in Excel, Word, PowerPoint required
Superior communication (spoken and written), organization and presentation skills
Superior time management skills and awareness of project management methods",4.1,"ASK Consulting
4.1","Bellevue, WA",501 to 1000 Employees,1995,Company - Private,HR Consulting,Human Resources & Staffing,$50 to $100 million (USD)
61,Data Analyst,$63K - $114K (Employer est.),"Position Summary:
LiveU is seeking a Data Analyst to join our team. The primary responsibilities for this position will be to support our operations team by gathering information from various sources, interpreting it, and providing the business with insightful dashboards, reports, and information to make insightful decisions.

You will:
Acquire data from primary or secondary data sources, maintain databases/data systems and perform quantitative analysis
Ensure data integrity by validating data, analyzing and identifying data errors by applying rules and policies

Requirements:


Basic requirements:",4.1,"LiveU
4.1","Hackensack, NJ",51 to 200 Employees,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,Unknown / Non-Applicable,-1
62,Data Analyst,$63K - $114K (Employer est.),"Data Analyst :
1-3 years of Working knowledge of data analysis and visualization tools, such as Microsoft PowerBI and
Tableau
Functional experience with database software, such as AWS Athena, Redshift, MySQL
Experience working on Python
Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc),
programming (XML, Javascript, or ETL frameworks)
information with attention to detail and accuracy",5.0,"Triunity Software, Inc.
5.0",United States,1 to 50 Employees,2021,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
63,Tableau Data Analyst,$63K - $114K (Employer est.),"Federal Contractor is seeking Data Analyst - Tableau Specialist
Location: Sterling, VA - Onsite required 2 days out of the week, 3 days remote
JOB DETAILS
Job Title: Data Analyst - Tableau Specialist, Sterling, VA
Company: HNM Global Solutions
Responsibilities:
Administer Tableau Server including setting up new server, capacity planning, setup new sites, roles, permissions, security.
Perform hands-on work with complex data analysis, report and dashboard development BI tools like Tableau, etc.",-1,HNM Global Solutions,"Sterling, VA",-1,-1,-1,-1,-1,-1
64,Data Analyst,$63K - $114K (Employer est.),"This job is available for fully remote work.

What you’ll do:

The Healthcare Data Analyst is responsible for the entire data life cycle – data mining, analysis, interpretation, and predictive modeling & insights.
Reading data specifications of incoming data (e.g. clinical, claims, providers, HR etc) and defining how to map them to FHIR (Fast Healthcare Interoperability Resources)
Working with development and product teams to understand b.well’s data requirements (e.g. care needs, provider search, scheduling, explanation of benefits, etc)
Implement mappings using our data mapping tool
Define quality controls for each data set",4.4,"B.well Connected Health
4.4","Austin, TX",51 to 200 Employees,2015,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
65,Entry Level Data Analyst,$63K - $114K (Employer est.),"We are seeking an Entry level Data Analyst to become an integral part of our Team. You will analyze data to understand business and Market Trends in order to increase company revenue and efficiency.
Must be willing to relocate.
Responsibilities:
Use data to understand Business patterns and trends.
Analyze internal and external data through quantitative research
Perform data cleanups and document processes
Investigate and resolve any data discrepancies in a timely manner and present findings to management
Review and update reconciliation reports",-1,TRESUME,"Arlington, VA",Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
66,140: Data Analyst,$63K - $114K (Employer est.),"Our client is the mobile app industry’s strongest data and analytics platform. They help thousands of organizations and millions of users around the world optimize their mobile experience. They’re a global company with a San Francisco HQ but they are fine with remote arrangements. And, they have a strong compensation program. Finally, this is an organization where culture really matters.

This company has asked us to help find several data analysts - folks who can scan through data sets and explain to customers and coworkers what’s really going on. So, if you’re looking to take the next step in a data career, this could be the place for you! We

Are you a data analyst looking for a new opportunity in a great organization in one of the hottest parts of tech? If so, let’s get to meet each other! Please submit your resume and fill out our questionnaire ASAP!",4.0,"Dataspace
4.0","San Francisco, CA",1 to 50 Employees,1994,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 million (USD)
67,Data Analyst,$63K - $114K (Employer est.),"Title: Sr. Data Analyst
Location : Bothell , Washington
Duration : 12 Months
Overview:
The Senior Data Analyst role is responsible for establishing data gathering requirements for new customer-facing Digital functionality and is accountable for ensuring data quality and consistency on the related instrumentation of Digital Analytics. Successful Senior Data Analysts are self-starters with innate curiosity and a passion for data quality and continuous improvement. By blending their interpersonal, technical, and analytical capabilities, they enable the team to achieve thoughtful and comprehensive reporting solutions.
Required Skills and Experience (3-5 years):",3.9,"Equinox IT Solutions LLC
3.9","Bothell, WA",1 to 50 Employees,2009,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
68,Data Analyst,$63K - $114K (Employer est.),"eDriving is on a mission is to help drivers return home safely to their loved ones at the end of each day. We are a fast growing company that has the fire of a start-up with the traction of a company who has had over twenty years to build momentum, revenue, and operational scale.
Mentor, our patented “closed-loop” driver behavior-based safety program uses smartphone-based telematics to identify risky driving behavior (e.g., phone use, speeding) and predict future risk levels. It provides behavior-based training modules directly to the driver, as well as continual engagement for drivers and managers to guide safer behaviors and help safety become part of every day.
We have an exciting role for a Data Analyst to join our Product organization! You will work closely with Product, Engineering and Customer Success teams to produce reports that share insights and impact driver behavior.
The Data Analyst will work from home with a global team across the UK, Europe and the US. Preferred locations are New Jersey US, West Yorkshire UK, Ireland, or across Canada or Mexico in the EST timezone.",3.3,"eDriving
3.3",New Jersey,51 to 200 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
69,Data Analyst,$63K - $114K (Employer est.),"What are we Building?
We believe it is important for every student to have a strong understanding of math to thrive in an increasingly data-driven world. Thus, Photomath aims to change the way students learn math. We’ve achieved viral, organic growth to become the most popular math education app with over 250 million downloads. Through our mobile app, users can solve math problems instantly using their phone cameras and get detailed step-by-step instructions that help maximize learning.
The data team at Photomath consists of a group of talented professionals - we are data engineers, data analysts and data scientists helping empower the company’s decision making. We work with data to find data-driven insights, create data tools, and improve the company’s data infrastructure and quality.
This role will be among the data analytics function and help bring solid data and business consulting skills to the team, join the efforts of aggregating, reporting and dashboarding data, and answer business questions from various stakeholders across Photomath.",4.3,"Photomath
4.3","San Mateo, CA",51 to 200 Employees,2014,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
70,3464 - Data Analytics Analyst,$63K - $114K (Employer est.),"Job Description Summary
Overview of Role:
The successful candidate will under guidance, perform data analytics activities related to complex business problems and issues to provide insight to decision makers. May provide analytic support for internal project teams and for external client consulting or services engagements.

Principle Accountabilities:
Run standard queries for data extraction
May manipulate and transform data to optimize analyses
Produce data sets and reports for analysis using system reporting tools
May receive and respond to client data inquiries via remote client access

Minimum Education, Experience, & Specialized Knowledge Requirements:

Additional Requirements:",3.9,"IQVIA
3.9","Parsippany, NJ",10000+ Employees,2017,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
71,Data Quality Analyst,$63K - $114K (Employer est.),"Experience:
4 years of relevant experience implementing data governance and/or data quality standards, practices, and support models to achieve business objectives
Solid understanding of Data Quality and Data Management concepts
Knowledge of Data Quality software and systems; preferred Informatica IDQ, Tableau (or other visualization tools)
Knowledge of large scale enterprise applications using big data open source solutions such as Hadoop, Snowflake, Spark, etc.. and how to analyze data contained within these solutions
Experience of SQL, PySpark (Python) and one or more of these DB’s - Oracle, MySQL, Teradata",-1,FlexIT Inc,"Beaverton, OR",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
72,Data Analyst,$63K - $114K (Employer est.),"About {Carpe Data
We are a dedicated group of data enthusiasts with our sights set on driving automation and improving outcomes for the insurance industry. Our award-winning solutions harness the power of emerging and alternative data using bleeding-edge technology and Big Data pipelines to help insurers across the globe streamline processes and identify risk with greater accuracy than ever before.
We embrace talent from all walks of life; whether you're a seasoned industry veteran or just starting your career, our diverse and growing team is uniquely poised for explosive growth in the dynamic frontier of insurance technology.
Carpe Data is located in the heart of downtown Santa Barbara. Candidates must live near Santa Barbara or be willing to relocate. Employees are currently working on a hybrid office schedule: M/F remote and T/W/Th in the office.",4.4,"Carpe Data
4.4","Santa Barbara, CA",51 to 200 Employees,2016,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
73,Data Analyst,$63K - $114K (Employer est.),"Soteria Solutions LLC is seeking a Data Analyst to join our team to staff a 24x7 operations center for a mission-critical and highly visible U.S. Government project. The candidate will receive, ingest, analyze, and transmit large amounts of data, to include critical PII information on a reoccurring basis. The candidate must be extremely detail-oriented and should have the ability to can explain large amounts of information in a simple, organized manner. The candidate must have expert-level skills in Excel. The position requires daily interaction with forward deployed teams, management, security personnel, and government personnel with other federal agencies, many who are in a different time zone. Applicant must be a positive, flexible, self-starter requiring minimal direct supervision, and able to excel in this fast-paced environment. Exceptional technical, communication and interpersonal skills are a necessity, including the ability to effectively communicate via written and verbal media. This position functions as part of a team with a sense of ownership and dedication to mission. You will take responsibility for managing our data set, developing reports, and troubleshooting data issues. To do well in this role, you need a very fine eye for detail, experience as a data analyst, and a deep understanding of the popular data analysis tools and databases.",-1,Soteria Solutions,"Arlington, VA",-1,-1,-1,-1,-1,-1
74,Data Informatics Analyst,$63K - $114K (Employer est.),"JOB DESCRIPTION
Position : Data Informatics Analyst
Location : 100 % remote
Duration: Contract
Description:
Primary Function of Position:
The Data Quality Engineer designs, develops, documents and performs data quality processes based on business rules, data quality dimensions and assists in mastering enterprise data.",-1,DGN Technologies Inc,Remote,-1,-1,-1,-1,-1,-1
75,Data Analyst,$63K - $114K (Employer est.),"Data Analyst
SDG Group is a rapidly growing global management consulting firm that specializes in Data Analytics. We have practices across Business Analytics, Data Management, Advanced and Predictive Analytics, and Business Insights. We partner with leading technology companies and collaborate with SDG offices globally to drive innovative solutions that enable some of the world’s largest companies to improve decision-making processes and performance based on data.
We are currently looking for a Data Analyst to join our team based out of our Bedminster, NJ office. We are on a hybrid schedule, primarily remote but in office 1x per week.
If you have 0-2 years of experience utilizing data analytics solutions and would like to take your career to the next level within a rapidly growing and dynamic organization, join the SDG family! SDG is a company full of opportunities and committed to the success of our customers and the development of our employees.",4.1,"SDG Group
4.1","Bedminster, NJ",1 to 50 Employees,1997,Company - Private,Business Consulting,Management & Consulting,$10 to $25 million (USD)
76,Data Analyst,$63K - $114K (Employer est.),"We are looking for a highly motivated Data Analyst who is passionate about data to join BitTorrent’s team. You will partner with teams across the organization to uncover valuable insights, solve their data needs and to drive our business.
The ideal candidate will show a strong grasp of business models and statistics, excellent understanding of hypothesis testing, great analytical and problem-solving skills, and the ability to coherently describe technical concepts and analysis implications clearly to a wide audience.
Key Responsibilities
Develop informative analyses, data visualizations, dashboards, and reports to deliver business insights.
Provide analytic support and expertise in defining KPIs, specify technical data requirements, and ensure all product feature and initiative launches have proper metric tracking.",-1,BitTorrent,"San Francisco, CA",-1,-1,-1,-1,-1,-1
77,Data Analyst,$63K - $114K (Employer est.),"Amick Brown is seeking an experienced Engineering RA/QA Data Analyst 2 for our direct client.
Location: Sunnyvale, CA
Duration: 9 Months.

Job Description
Roles & Responsibilities
The RA/QA Data Analyst 2 will be a member of the RA/QA data analytics team and use technical expertise and a solid understanding of business processes and needs to turn data into useful information.
In this role, the analyst will work closely with the Post Market teams to understand, collect, clarify, and translate business data requirements into reports and analytics as required.
The analyst will be heavily involved with the use, distribution and successful delivery of reports on a periodic basis.


Amick Brown is an Information Technology consulting company specializing in ERP, Data Analytics, Information Security, Application Development, Networking, and Cloud Computing. The company was founded in 2010 and is headquartered in San Ramon, California.
Regular full-time employees are eligible for the following Amick Brown provided benefits:",4.9,"Amick Brown, LLC
4.9","Sunnyvale, CA",1 to 50 Employees,Company - Public,$5 to $10 million (USD),-1,-1,-1
78,Data Analyst,$63K - $114K (Employer est.),"At its core, BasicBlock helps get truck drivers paid faster. Period. Our industry-leading software and financial services allow independent truck drivers to spend less time worrying about cash flow and more time focused on the road.
Our company is one of the few workplaces where you can experience the drive and ambition of Silicon Valley alongside the friendly and hard-working qualities of the Great Plains. If you join our team, we'll let you take the reins as long as you produce quality work in return. We're a focused and authentic team who puts a priority on ownership and creating an environment where everyone can do their best work.
About the position….
We are seeking a certified Data Analyst who will help us turn data into information, getting insights and developing business decisions based on the analysis results. You will conduct full lifecycle analysis to include requirements, activities and design. You will also monitor performance and survey plans to identify improvements. The ideal candidate will have an analytical mindset with a creative approach. Will have the ability to find patterns and correlation when dealing with big volumes of information. You should also be able to work under a flexible schedule and report on your findings in a detailed and straightforward manner.",4.5,"BasicBlock Inc.
4.5","Lincoln, NE",1 to 50 Employees,Unknown,Unknown / Non-Applicable,-1,-1,-1
